name,id,primaryCuisineId,address,chainCode,chainName,chainMainCode,cuisines,heroImage,heroListingImage,latitude,longitude,minimumDeliveryTime,minimumDeliveryTimeUpperLimit,minimumDeliveryTimeLowerLimit,minimumOrderAmount,minimumPickupTime,postCode,rating,urlKey,reviewNumber,vendorPoints,webPath,legalName,tradeRegisterNumber,customerPhone,vertical,deliveryProvider,isActive,is_best_in_city,is_new,is_delivery_enabled,is_pickup_enabled,is_service_fee_enabled,is_test,is_promoted
Jeddah Foods - Boat Basin,2850,139,"shop no.4,block-5,clifton shopping arcade video market karachi",cc7jd,Jeddah Foods,s6gz,"Samosa, Paratha, Pakistani",https://images.deliveryhero.io/image/fd-pk/LH/s6gz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s6gz-listing.jpg,24.82720885,67.0337351,17020,180,160,0,20,75500,4.1,jeddah-foods-boat-basin,11213,17170,https://foodpanda.pk/restaurant/s6gz/jeddah-foods-boat-basin,Nasir Ahmad Shaikh,,+923062436485,restaurants,dine_in,true,false,false,true,true,false,false,false
Jeddah Foods - Boat Basin,2850,139,"shop no.4,block-5,clifton shopping arcade video market karachi",cc7jd,Jeddah Foods,s6gz,"Samosa, Paratha, Pakistani",https://images.deliveryhero.io/image/fd-pk/LH/s6gz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s6gz-listing.jpg,24.82720885,67.0337351,17020,180,160,0,20,75500,4.1,jeddah-foods-boat-basin,11213,17170,https://foodpanda.pk/restaurant/s6gz/jeddah-foods-boat-basin,Nasir Ahmad Shaikh,,+923062436485,restaurants,dine_in,true,false,false,true,true,false,false,false
Shan Supermarket,87088,0,SHAN SUPER MARKET B-99 BLOCK -H NORTH NAZIMABAD KARACHI,,,,,https://images.deliveryhero.io/image/fd-pk/LH/jq5e-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/jq5e-listing.jpg,24.93794868,67.05355716,17015,180,160,0,10,74600,0,shan-supermarket,0,0,https://foodpanda.pk/restaurant/jq5e/shan-supermarket,SHAN SUPER MARKET,+923219286705,+923219286705,"supermarket, mini_market, groceries",platform_delivery,true,false,false,true,false,false,false,false
Shan Supermarket,87088,0,SHAN SUPER MARKET B-99 BLOCK -H NORTH NAZIMABAD KARACHI,,,,,https://images.deliveryhero.io/image/fd-pk/LH/jq5e-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/jq5e-listing.jpg,24.93794868,67.05355716,17015,180,160,0,10,74600,0,shan-supermarket,0,0,https://foodpanda.pk/restaurant/jq5e/shan-supermarket,SHAN SUPER MARKET,+923219286705,+923219286705,"supermarket, mini_market, groceries",platform_delivery,true,false,false,true,false,false,false,false
Kaukawala Foods,76425,193,"16 Flat/2nd Floor - SD.2 - TAPAL BLDG (N.R AVENUE) Beside Soneri Bank/Variety Centre - Barkat-e-Haidery, North Nazimabad Block.G, Karachi.",,,,"BBQ, Pakistani, Biryani, Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/silh-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/silh-listing.jpg,24.9353293,67.0434728,0,,,0,15,799660,2.2,kaukawala-foods,14,7264,https://foodpanda.pk/restaurant/silh/kaukawala-foods,ABBAS S/O QUTUBUDDIN,+923092029927,+923092029927,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, bakery_and_dessert, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Kaukawala Foods,76425,193,"16 Flat/2nd Floor - SD.2 - TAPAL BLDG (N.R AVENUE) Beside Soneri Bank/Variety Centre - Barkat-e-Haidery, North Nazimabad Block.G, Karachi.",,,,"BBQ, Pakistani, Biryani, Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/silh-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/silh-listing.jpg,24.9353293,67.0434728,0,,,0,15,799660,2.2,kaukawala-foods,14,7264,https://foodpanda.pk/restaurant/silh/kaukawala-foods,ABBAS S/O QUTUBUDDIN,+923092029927,+923092029927,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, bakery_and_dessert, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Last Fire,78402,86,"Faraz View,  Faraz View Shop# 18, Faraz View, Block 13, Gulistan e Jauhar, Karachi",,,,"Wraps & Rolls, Pasta, Paratha, Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/sin2-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/sin2-listing.jpg,24.9100477,67.1298383,0,,,0,15,74000,3.4,last-fire,7,0,https://foodpanda.pk/restaurant/sin2/last-fire,ATHAR AHMED KHAN / HIRA ATHAR,+923368281714,+923368281714,restaurants,dine_in,true,false,false,true,true,false,false,false
Last Fire,78402,86,"Faraz View,  Faraz View Shop# 18, Faraz View, Block 13, Gulistan e Jauhar, Karachi",,,,"Wraps & Rolls, Pasta, Paratha, Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/sin2-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/sin2-listing.jpg,24.9100477,67.1298383,0,,,0,15,74000,3.4,last-fire,7,0,https://foodpanda.pk/restaurant/sin2/last-fire,ATHAR AHMED KHAN / HIRA ATHAR,+923368281714,+923368281714,restaurants,dine_in,true,false,false,true,true,false,false,false
Burhani's Frozen,74822,0,"Shop#44, Burhani Frozen And Nimco Center, Al-burhan Building, Block E, Haidery, N.Nazimabad, Karachi",,,,,https://images.deliveryhero.io/image/fd-pk/LH/o2kh-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/o2kh-listing.jpg,24.93726735,67.04036925,17015,180,160,0,5,74600,4.4,burhanis-frozen,56,0,https://foodpanda.pk/restaurant/o2kh/burhanis-frozen,MUHAMMAD S/O HUSSAINI,+923322555253,+923322555253,"specialty_and_ethnic, bakery, groceries, bakery_and_dessert",platform_delivery,true,false,false,true,false,false,false,false
Burhani's Frozen,74822,0,"Shop#44, Burhani Frozen And Nimco Center, Al-burhan Building, Block E, Haidery, N.Nazimabad, Karachi",,,,,https://images.deliveryhero.io/image/fd-pk/LH/o2kh-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/o2kh-listing.jpg,24.93726735,67.04036925,17015,180,160,0,5,74600,4.4,burhanis-frozen,56,0,https://foodpanda.pk/restaurant/o2kh/burhanis-frozen,MUHAMMAD S/O HUSSAINI,+923322555253,+923322555253,"specialty_and_ethnic, bakery, groceries, bakery_and_dessert",platform_delivery,true,false,false,true,false,false,false,false
Casa Villa,10395,103,"F 44/3 block 4 Clifton Scheme 5 off 26 Street 75600 Karachi, Pakistan",,,,"Shakes, Beverages, Steak, Pasta, Burgers, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/t0yc-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t0yc-listing.jpg,24.80757425,67.0342763,0,,,0,20,75600,3.1,casa-villa,26,6933,https://foodpanda.pk/restaurant/t0yc/casa-villa,CASA VILLA,,+923455647823,"restaurants, street_food",dine_in,true,false,false,true,true,false,false,false
Casa Villa,10395,103,"F 44/3 block 4 Clifton Scheme 5 off 26 Street 75600 Karachi, Pakistan",,,,"Shakes, Beverages, Steak, Pasta, Burgers, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/t0yc-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t0yc-listing.jpg,24.80757425,67.0342763,0,,,0,20,75600,3.1,casa-villa,26,6933,https://foodpanda.pk/restaurant/t0yc/casa-villa,CASA VILLA,,+923455647823,"restaurants, street_food",dine_in,true,false,false,true,true,false,false,false
Muhammadi Foods,71643,86,"Liaqatabad road, shop no 319",,,,"Ice Cream, Wraps & Rolls, Paratha, Pakistani, Desserts, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/q8qq-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/q8qq-listing.jpg,24.89968279,67.05414956,0,,,0,15,76400,4.2,muhammadi-foods-q8qq,384,11615,https://foodpanda.pk/restaurant/q8qq/muhammadi-foods-q8qq,AZHAR ABBASI,+923343554888,+923343554888,restaurants,dine_in,true,false,false,true,true,false,false,false
Muhammadi Foods,71643,86,"Liaqatabad road, shop no 319",,,,"Ice Cream, Wraps & Rolls, Paratha, Pakistani, Desserts, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/q8qq-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/q8qq-listing.jpg,24.89968279,67.05414956,0,,,0,15,76400,4.2,muhammadi-foods-q8qq,384,11615,https://foodpanda.pk/restaurant/q8qq/muhammadi-foods-q8qq,AZHAR ABBASI,+923343554888,+923343554888,restaurants,dine_in,true,false,false,true,true,false,false,false
Master Juice,44444,89,"Begum Gali, Opposite Jung Press, Near Zam Zam Peyala Hotel, I.I Chandigar Road, Saddar Karachi,",,,,"Wraps & Rolls, Shakes, Beverages, Paratha",https://images.deliveryhero.io/image/fd-pk/LH/d2ly-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/d2ly-listing.jpg,24.85119055,67.01614205,0,,,0,12,74400,3.6,master-juice,87,8825,https://foodpanda.pk/restaurant/d2ly/master-juice,Muhammad Umer - MCB Asaan Account,,+923313385619,restaurants,dine_in,true,false,false,true,true,false,false,false
Master Juice,44444,89,"Begum Gali, Opposite Jung Press, Near Zam Zam Peyala Hotel, I.I Chandigar Road, Saddar Karachi,",,,,"Wraps & Rolls, Shakes, Beverages, Paratha",https://images.deliveryhero.io/image/fd-pk/LH/d2ly-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/d2ly-listing.jpg,24.85119055,67.01614205,0,,,0,12,74400,3.6,master-juice,87,8825,https://foodpanda.pk/restaurant/d2ly/master-juice,Muhammad Umer - MCB Asaan Account,,+923313385619,restaurants,dine_in,true,false,false,true,true,false,false,false
Black Olive,74398,86,Plot A-905 Sector 11-B North Karachi opp Saleem Centre,,,,"Ice Cream, Wraps & Rolls, BBQ, Pulao, Paratha, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/q0ad-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/q0ad-listing.jpg,24.9783125,67.0656875,0,,,0,15,75850,4,black-olive-q0ad,389,12794,https://foodpanda.pk/restaurant/q0ad/black-olive-q0ad,TAHIR AZIZ,+923212541008,+923212541008,restaurants,dine_in,true,false,false,true,true,false,false,false
Black Olive,74398,86,Plot A-905 Sector 11-B North Karachi opp Saleem Centre,,,,"Ice Cream, Wraps & Rolls, BBQ, Pulao, Paratha, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/q0ad-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/q0ad-listing.jpg,24.9783125,67.0656875,0,,,0,15,75850,4,black-olive-q0ad,389,12794,https://foodpanda.pk/restaurant/q0ad/black-olive-q0ad,TAHIR AZIZ,+923212541008,+923212541008,restaurants,dine_in,true,false,false,true,true,false,false,false
Pakistan Nihari Sheermal and Pakwan House,38553,139,SHOP NO 74 PLOT NO SC.5 SKY LINE APARTMENTS SECTOR NO 11 A NORTH KARACHI,,,,"Pakistani, Qeema, Karahi & Handi, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/w1qx-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w1qx-listing.jpg,24.986481,67.065237,17025,180,160,0,10,75850,4.1,pakistan-nihari-sheermal-and-pakwan-house,5430,14368,https://foodpanda.pk/restaurant/w1qx/pakistan-nihari-sheermal-and-pakwan-house,Muhammad Mukhtiar,,+923486488183,restaurants,dine_in,true,false,false,true,true,false,false,false
Pakistan Nihari Sheermal and Pakwan House,38553,139,SHOP NO 74 PLOT NO SC.5 SKY LINE APARTMENTS SECTOR NO 11 A NORTH KARACHI,,,,"Pakistani, Qeema, Karahi & Handi, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/w1qx-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w1qx-listing.jpg,24.986481,67.065237,17025,180,160,0,10,75850,4.1,pakistan-nihari-sheermal-and-pakwan-house,5430,14368,https://foodpanda.pk/restaurant/w1qx/pakistan-nihari-sheermal-and-pakwan-house,Muhammad Mukhtiar,,+923486488183,restaurants,dine_in,true,false,false,true,true,false,false,false
META Extreme Foods,93162,86,House D-31 Rufi Spring Flower Gulzar-E-Hijri Scheme-33 Kaneez Fatima Society Block One Gate No-3,,,,"Beverages, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/b68x-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/b68x-listing.jpg,24.95356715,67.1145727,0,,,0,15,74400,2.2,meta-extreme-foods,22,8877,https://foodpanda.pk/restaurant/b68x/meta-extreme-foods,SOBIA QADEER,+923462090958,+923462090958,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
META Extreme Foods,93162,86,House D-31 Rufi Spring Flower Gulzar-E-Hijri Scheme-33 Kaneez Fatima Society Block One Gate No-3,,,,"Beverages, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/b68x-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/b68x-listing.jpg,24.95356715,67.1145727,0,,,0,15,74400,2.2,meta-extreme-foods,22,8877,https://foodpanda.pk/restaurant/b68x/meta-extreme-foods,SOBIA QADEER,+923462090958,+923462090958,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Mozzart - North Nazimabad,89092,73,"SC-1, Shop No.1, Baba Square, Block L, North Nazimabad, Karachi",,,,"Pizza, Burgers",https://images.deliveryhero.io/image/fd-pk/LH/v01d-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v01d-listing.jpg,24.939915,67.0517301,17025,180,160,0,20,74600,4.3,mozzart-north-nazimabad,39,9912,https://foodpanda.pk/restaurant/v01d/mozzart-north-nazimabad,GLOBAL QUALITY FOODS (PVT) LTD.,+923120006520,+923120006520,restaurants,dine_in,true,false,false,true,true,false,false,false
Mozzart - North Nazimabad,89092,73,"SC-1, Shop No.1, Baba Square, Block L, North Nazimabad, Karachi",,,,"Pizza, Burgers",https://images.deliveryhero.io/image/fd-pk/LH/v01d-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v01d-listing.jpg,24.939915,67.0517301,17025,180,160,0,20,74600,4.3,mozzart-north-nazimabad,39,9912,https://foodpanda.pk/restaurant/v01d/mozzart-north-nazimabad,GLOBAL QUALITY FOODS (PVT) LTD.,+923120006520,+923120006520,restaurants,dine_in,true,false,false,true,true,false,false,false
New Pakistan Nihari House,26194,139,"Nabi View, University Road, KDA Scheme 33, Karachi",,,,"Pulao, Pakistani, Karahi & Handi, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/n7xx-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n7xx-listing.jpg,24.9371625,67.143613,17040,180,160,0,10,75290,4,new-pakistan-nihari-house,5575,13760,https://foodpanda.pk/restaurant/n7xx/new-pakistan-nihari-house,MUHAMMAD WAQAS,,+923458879794,restaurants,dine_in,true,false,false,true,false,false,false,false
New Pakistan Nihari House,26194,139,"Nabi View, University Road, KDA Scheme 33, Karachi",,,,"Pulao, Pakistani, Karahi & Handi, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/n7xx-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n7xx-listing.jpg,24.9371625,67.143613,17040,180,160,0,10,75290,4,new-pakistan-nihari-house,5575,13760,https://foodpanda.pk/restaurant/n7xx/new-pakistan-nihari-house,MUHAMMAD WAQAS,,+923458879794,restaurants,dine_in,true,false,false,true,false,false,false,false
Yalla Shawarma - FB Area,92758,86,"Eat Cloud Kitchen, Plot#C-9, Federal B Area Block 6 Gulberg Town, Karachi",cn3xe,Yalla Shawarma - Cloud brands,sghl,"Beverages, Shawarma, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/hzqp-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/hzqp-listing.jpg,24.92571555,67.06132232,17025,180,160,0,15,04774,3.8,yalla-shawarma-fb-area,76,18820,https://foodpanda.pk/restaurant/hzqp/yalla-shawarma-fb-area,EAT FOOD PAKISTAN PRIVATE LIMITED,+923362845440,+923362845440,restaurants,platform_delivery,true,false,false,true,true,false,false,false
Yalla Shawarma - FB Area,92758,86,"Eat Cloud Kitchen, Plot#C-9, Federal B Area Block 6 Gulberg Town, Karachi",cn3xe,Yalla Shawarma - Cloud brands,sghl,"Beverages, Shawarma, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/hzqp-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/hzqp-listing.jpg,24.92571555,67.06132232,17025,180,160,0,15,04774,3.8,yalla-shawarma-fb-area,76,18820,https://foodpanda.pk/restaurant/hzqp/yalla-shawarma-fb-area,EAT FOOD PAKISTAN PRIVATE LIMITED,+923362845440,+923362845440,restaurants,platform_delivery,true,false,false,true,true,false,false,false
Maqsood Ahmed Food & Kitchen,91885,139,"Shop # 1,Plot # G12/2C Near Chirag Medical, Nazimabad # 1 Karachi",,,,"Beverages, Pakistani, Biryani, Desserts, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/amlm-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/amlm-listing.jpg,24.90775006,67.02296801,0,,,0,15,75500,0,maqsood-ahmed-food-and-kitchen,0,0,https://foodpanda.pk/restaurant/amlm/maqsood-ahmed-food-and-kitchen,MUHAMMAD SALMAN,+923114647890,+923114647890,restaurants,dine_in,true,false,false,true,true,false,false,false
Maqsood Ahmed Food & Kitchen,91885,139,"Shop # 1,Plot # G12/2C Near Chirag Medical, Nazimabad # 1 Karachi",,,,"Beverages, Pakistani, Biryani, Desserts, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/amlm-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/amlm-listing.jpg,24.90775006,67.02296801,0,,,0,15,75500,0,maqsood-ahmed-food-and-kitchen,0,0,https://foodpanda.pk/restaurant/amlm/maqsood-ahmed-food-and-kitchen,MUHAMMAD SALMAN,+923114647890,+923114647890,restaurants,dine_in,true,false,false,true,true,false,false,false
Geo Chicken & Vegetables,86840,0,Shop no A1 Beach Blessing Block 2 Clifton Karachi,,,,,https://images.deliveryhero.io/image/fd-pk/LH/uxfw-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/uxfw-listing.jpg,24.8121499,67.0176999,0,,,0,15,75500,0,geo-chicken-and-vegetables,0,0,https://foodpanda.pk/restaurant/uxfw/geo-chicken-and-vegetables,AA SERVICES,+923323051985,+923009263280,"fruits_and_vegetables, groceries",platform_delivery,true,false,false,true,false,false,false,false
Geo Chicken & Vegetables,86840,0,Shop no A1 Beach Blessing Block 2 Clifton Karachi,,,,,https://images.deliveryhero.io/image/fd-pk/LH/uxfw-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/uxfw-listing.jpg,24.8121499,67.0176999,0,,,0,15,75500,0,geo-chicken-and-vegetables,0,0,https://foodpanda.pk/restaurant/uxfw/geo-chicken-and-vegetables,AA SERVICES,+923323051985,+923009263280,"fruits_and_vegetables, groceries",platform_delivery,true,false,false,true,false,false,false,false
Burger House,61642,85,shop #no 1 Khayaban e jami punjab colony house no 526  karachi cliftion,,,,"Beverages, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/oesm-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/oesm-listing.jpg,24.82962365,67.04971585,0,,,0,15,75600,3.2,burger-house-oesm,63,0,https://foodpanda.pk/restaurant/oesm/burger-house-oesm,SHIRAZ ALI,+923236937421,+923236937421,restaurants,dine_in,true,false,false,true,true,false,false,false
Burger House,61642,85,shop #no 1 Khayaban e jami punjab colony house no 526  karachi cliftion,,,,"Beverages, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/oesm-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/oesm-listing.jpg,24.82962365,67.04971585,0,,,0,15,75600,3.2,burger-house-oesm,63,0,https://foodpanda.pk/restaurant/oesm/burger-house-oesm,SHIRAZ ALI,+923236937421,+923236937421,restaurants,dine_in,true,false,false,true,true,false,false,false
Maryam and Mama - Foods,89230,110,"Dots Market Complex, 4, Malir Cantonment, Karachi, Sindh 75080, Pakistan",,,,"Beverages, Biryani, Western, Ice Cream, Shakes, Healthy Food, Middle Eastern, Pakistani, Sandwiches, Japanese, Vegetarian, Pizza, Chinese, Thai, Cakes & Bakery, Continental, Tea & Coffee, Broast, Wraps & Rolls, Steak, BBQ, Shawarma, Savouries, Pulao, Seafood, Desserts, Burgers, Fast Food, American",https://images.deliveryhero.io/image/fd-pk/LH/o41c-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/o41c-listing.jpg,24.9316924,67.2016872,0,,,0,15,75080,3.8,maryam-and-mama-foods,55,19611,https://foodpanda.pk/restaurant/o41c/maryam-and-mama-foods,MARYAM ALI KHAN,+923347180999,+923347180999,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert",platform_delivery,true,false,false,true,true,false,false,false
Maryam and Mama - Foods,89230,110,"Dots Market Complex, 4, Malir Cantonment, Karachi, Sindh 75080, Pakistan",,,,"Beverages, Biryani, Western, Ice Cream, Shakes, Healthy Food, Middle Eastern, Pakistani, Sandwiches, Japanese, Vegetarian, Pizza, Chinese, Thai, Cakes & Bakery, Continental, Tea & Coffee, Broast, Wraps & Rolls, Steak, BBQ, Shawarma, Savouries, Pulao, Seafood, Desserts, Burgers, Fast Food, American",https://images.deliveryhero.io/image/fd-pk/LH/o41c-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/o41c-listing.jpg,24.9316924,67.2016872,0,,,0,15,75080,3.8,maryam-and-mama-foods,55,19611,https://foodpanda.pk/restaurant/o41c/maryam-and-mama-foods,MARYAM ALI KHAN,+923347180999,+923347180999,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert",platform_delivery,true,false,false,true,true,false,false,false
Burns Road k Mashoor Bun Kabab,38106,86,"Burns road k mashoor bun kabab, Near charming burger Char Minar chowrangi bahadurabad karachi",cu8sq,Burns Road k Mashoor Bun Kabab,w1um,"Wraps & Rolls, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/w1um-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w1um-listing.jpg,24.88281905,67.06601015,17025,180,160,0,15,75300,3.7,burns-road-k-mashoor-bun-kabab-w1um,3082,13741,https://foodpanda.pk/restaurant/w1um/burns-road-k-mashoor-bun-kabab-w1um,Danish Mairaj,,+923068727572,restaurants,dine_in,true,false,false,true,false,false,false,false
Burns Road k Mashoor Bun Kabab,38106,86,"Burns road k mashoor bun kabab, Near charming burger Char Minar chowrangi bahadurabad karachi",cu8sq,Burns Road k Mashoor Bun Kabab,w1um,"Wraps & Rolls, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/w1um-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w1um-listing.jpg,24.88281905,67.06601015,17025,180,160,0,15,75300,3.7,burns-road-k-mashoor-bun-kabab-w1um,3082,13741,https://foodpanda.pk/restaurant/w1um/burns-road-k-mashoor-bun-kabab-w1um,Danish Mairaj,,+923068727572,restaurants,dine_in,true,false,false,true,false,false,false,false
Al Sultan Foods,94985,86,"Shop no. 398, Block A-24 Ancholi Housing Society, Gulzar-e-Hijri Scheme 33, Karachi",,,,"Beverages, Sandwiches, Pizza, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/zx6t-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/zx6t-listing.jpg,24.96560761,67.12998746,0,,,0,15,75330,5,al-sultan-foods,1,6781,https://foodpanda.pk/restaurant/zx6t/al-sultan-foods,MUHAMMAD TALHA,+923182263848,+923182263848,restaurants,platform_delivery,true,false,true,true,true,false,false,false
Al Sultan Foods,94985,86,"Shop no. 398, Block A-24 Ancholi Housing Society, Gulzar-e-Hijri Scheme 33, Karachi",,,,"Beverages, Sandwiches, Pizza, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/zx6t-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/zx6t-listing.jpg,24.96560761,67.12998746,0,,,0,15,75330,5,al-sultan-foods,1,6781,https://foodpanda.pk/restaurant/zx6t/al-sultan-foods,MUHAMMAD TALHA,+923182263848,+923182263848,restaurants,platform_delivery,true,false,true,true,true,false,false,false
Saucy Pizza,36563,73,"Shop 1A, Plot 104, Block C, Manzoor Colony, near Shaheed-e-Millat Expressway",cr8mc,Saucy Pizza,w1uk,"Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/w1uk-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w1uk-listing.jpg,24.8522015,67.08535565,0,,,0,12,75100,3.3,saucy-pizza,487,0,https://foodpanda.pk/restaurant/w1uk/saucy-pizza,Naveed Ahmed,,+923000314999,restaurants,dine_in,true,false,false,true,true,false,false,false
Saucy Pizza,36563,73,"Shop 1A, Plot 104, Block C, Manzoor Colony, near Shaheed-e-Millat Expressway",cr8mc,Saucy Pizza,w1uk,"Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/w1uk-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w1uk-listing.jpg,24.8522015,67.08535565,0,,,0,12,75100,3.3,saucy-pizza,487,0,https://foodpanda.pk/restaurant/w1uk/saucy-pizza,Naveed Ahmed,,+923000314999,restaurants,dine_in,true,false,false,true,true,false,false,false
Chai Dewari - Gulshan,8079,86,"c-128 Block 10 near aziz bhati park, Gulshan E Iqba",,,,"Ice Cream, Beverages, Paratha, Fast Food, Tea & Coffee",https://images.deliveryhero.io/image/fd-pk/LH/t9mz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t9mz-listing.jpg,24.912423,67.093225,0,,,0,20,75300,4.2,chai-dewari-gulshan,604,14565,https://foodpanda.pk/restaurant/t9mz/chai-dewari-gulshan,MUHAMMAD UMER,,+923022283853,restaurants,dine_in,true,false,false,true,true,false,false,false
Chai Dewari - Gulshan,8079,86,"c-128 Block 10 near aziz bhati park, Gulshan E Iqba",,,,"Ice Cream, Beverages, Paratha, Fast Food, Tea & Coffee",https://images.deliveryhero.io/image/fd-pk/LH/t9mz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t9mz-listing.jpg,24.912423,67.093225,0,,,0,20,75300,4.2,chai-dewari-gulshan,604,14565,https://foodpanda.pk/restaurant/t9mz/chai-dewari-gulshan,MUHAMMAD UMER,,+923022283853,restaurants,dine_in,true,false,false,true,true,false,false,false
Sakhi Laal Fast Food - Samnabad Branch,14997,86,"R-317, Block-17 FB Area, Karachi",,,,"Wraps & Rolls, Paratha, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/u4aa-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/u4aa-listing.jpg,24.9441076,67.0734822,0,,,0,20,75950,3.9,sakhi-laal-fast-food-samnabad-branch,2621,15251,https://foodpanda.pk/restaurant/u4aa/sakhi-laal-fast-food-samnabad-branch,M FAIZAN JAWAID,,+923002190196,restaurants,dine_in,true,false,false,true,true,false,false,false
